,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,게임키,일자,팀코드,상대팀코드,더블헤더코드,초말,완투,결과,홀드,이닝*3,투구수,타자,타수,안타,2루타,3루타,홈런,도루,도루실패,희타,희비,4구,고4,사구,삼진,병살타,폭투,보크,실책,실점,자책점,득점권WHIP,2점차이하WHIP,345번타자WHIP,시즌,평균자책점,RA/9,ERC,FIP,LOB,홈런율,삼진율,K9,BB9,HR9,KBB,P/G,P/IP,P/PA,PFR,CYP
3630,3630,3630,3630,750,20180624OBSS0,2018-06-24,SS,OB,0,B,0,L,0,27,167,45,42,17,6,0,4,1,0,0,0,2,0,1,9,0,0,0,0,12,12,2.625,1.714285714,3.428571429,2018,5.506666666666668,5.946666666666666,5.578810222804718,5.265327113107153,0.6792687993352722,0.03215223097112861,0.19061679790026248,7.746666666666666,3.08,1.3066666666666666,2.515151515151515,157.73684210526315,17.76,3.927916120576672,1.2088888888888891,16.6
3631,3631,3631,3631,751,20180624OBSS0,2018-06-24,OB,SS,0,T,0,W,0,27,198,45,43,14,6,0,1,0,0,0,0,2,0,0,10,0,1,0,0,7,6,1.363636364,0.75,4.0,2018,4.760670731707316,5.007621951219512,4.546236655315312,4.987341566585021,0.7066696914700544,0.026462395543175487,0.1953342618384401,7.696646341463415,3.375,1.0426829268292683,2.2804878048780486,154.4383561643836,17.1859756097561,3.9132245748004166,1.2439024390243902,86.1
3632,3632,3632,3632,752,20180624SKKT0,2018-06-24,KT,SK,0,B,0,W,0,27,119,32,29,5,2,0,0,0,0,0,0,3,0,0,6,2,0,0,0,0,0,0.6,1.2,0.6,2018,5.361895161290323,5.933467741935482,5.703539342235359,5.3513389111955645,0.6876508006141698,0.03649881716796215,0.1821561338289963,7.335181451612903,2.572076612903225,1.4697580645161292,2.851851851851852,149.96,17.006552419354836,3.7830474268415744,1.1219758064516128,18.566666666666684
3633,3633,3633,3633,753,20180624SKKT0,2018-06-24,SK,KT,0,T,0,L,0,24,140,35,31,8,2,0,1,0,1,0,0,3,0,1,9,0,0,0,0,4,4,0.5,1.615384615,1.0,2018,4.648914167528439,5.067735263702172,4.3824289185041865,4.891691202118607,0.6973180076628352,0.032327586206896554,0.20402298850574715,7.929679420889349,2.624612202688728,1.2564632885211997,3.021276595744681,146.5890410958904,16.599276111685626,3.8354838709677415,1.1820062047569804,86.13333333333331
3634,3634,3634,3634,754,20180626OBNC0,2018-06-26,NC,OB,0,B,0,W,1,27,148,37,35,9,2,0,2,0,0,0,0,2,0,0,11,0,1,0,0,4,4,0.75,1.411764706,2.142857143,2018,5.510204081632653,5.91338974614236,5.257712106339022,5.297819416261478,0.6663845991114872,0.029686457638425617,0.1694462975316878,6.827277252364361,3.4942757590841222,1.1961174713787954,1.9538461538461536,155.35526315789474,17.631159780985566,3.923894981721502,1.163265306122449,2.6333333333333115
3635,3635,3635,3635,755,20180626OBNC0,2018-06-26,OB,NC,0,T,0,L,0,24,125,36,31,11,2,0,0,0,0,1,0,3,0,1,4,2,1,0,1,5,5,2.1,2.142857143,1.875,2018,4.777443609022557,5.034586466165414,4.568354798205355,4.96991079453294,0.7051997322026333,0.026396983201919785,0.1957490572506,7.727819548872181,3.3563909774436085,1.0421052631578946,2.302419354838709,155.02702702702703,17.251127819548874,3.9207108680792886,1.2451127819548873,86.6
3636,3636,3636,3636,756,20180626SSHH0,2018-06-26,HH,SS,0,B,0,L,0,27,176,44,37,15,4,0,3,1,0,1,1,4,0,1,2,2,1,0,0,13,13,3.0,2.25,6.0,2018,4.5,4.918918918918919,4.652901677205857,4.786488274268315,0.7144466982195177,0.026990092244619058,0.1991800478305432,7.878378378378378,2.9054054054054053,1.0675675675675675,2.7116279069767444,155.41333333333333,17.5015015015015,3.975443383356071,1.2057057057057057,102.3
3637,3637,3637,3637,757,20180626SSHH0,2018-06-26,SS,HH,0,T,0,W,0,24,137,33,30,7,2,0,1,0,0,0,0,2,0,1,8,1,0,0,0,2,2,0.5,1.0,2.142857143,2018,5.592105263157895,6.026315789473684,5.6621923763234365,5.309050309988246,0.6774457634056488,0.03297769156159069,0.19075331393469125,7.763157894736843,3.0657894736842106,1.3421052631578947,2.532188841201717,157.85714285714286,17.770467836257307,3.9247659024862767,1.2090643274853798,10.0
3638,3638,3638,3638,758,20180626WOLT0,2018-06-26,LT,WO,0,B,0,L,0,27,178,41,38,11,1,0,3,1,0,0,0,3,0,0,11,1,0,0,0,9,9,1.5,4.5,1.0909090909999999,2018,5.1211656441717786,5.7975460122699385,4.8968035602052495,4.8258497216052225,0.6599788806758183,0.02389894161829976,0.2092864458859679,8.46165644171779,3.9892638036809815,0.9662576687116564,2.121107266435986,160.0,17.914110429447852,3.9687393815834175,1.4049079754601228,49.3
3639,3639,3639,3639,759,20180626WOLT0,2018-06-26,WO,LT,0,T,0,W,1,27,130,34,32,8,2,0,1,0,1,0,0,1,0,1,7,2,0,0,0,3,3,1.0,0.0,1.5,2018,4.9031791907514455,5.241329479768787,4.80249156571422,5.009934263610258,0.6947459834997829,0.02879841112214498,0.18338298576630246,7.205202312138728,2.7702312138728327,1.1315028901734103,2.60093896713615,145.61538461538458,16.41329479768786,3.750990752972259,1.1184971098265897,62.4
3640,3640,3640,3640,760,20180627HTSK0,2018-06-27,SK,HT,0,B,0,W,0,27,130,36,33,8,1,0,1,1,0,0,0,3,0,0,4,1,1,0,0,2,2,0.5,1.222222222,3.0,2018,4.64708886618999,5.060776302349336,4.384709002205609,4.889163983685597,0.6980846774193549,0.032280950691734665,0.20468251152891093,7.95658835546476,2.633810010214505,1.2548518896833505,3.020942408376963,146.5,16.610316649642492,3.8375221238938053,1.1859039836567926,87.03333333333332
3641,3641,3641,3641,761,20180627HTSK0,2018-06-27,HT,SK,0,T,1,L,0,24,97,30,26,6,1,0,0,1,1,1,1,2,0,0,2,1,1,0,0,3,3,2.25,1.0,0.333333333,2018,5.030098598858329,5.4644525168655935,5.141429076335113,5.263029163886529,0.6988007380073801,0.0322354590049054,0.17379117028731605,6.949662688116241,2.9003632589517387,1.2890503373118838,2.396135265700483,150.041095890411,17.051894135962634,3.824371508379888,1.1100155682407886,47.76666666666669
3642,3642,3642,3642,762,20180627KTLG0,2018-06-27,LG,KT,0,B,0,W,0,27,160,35,32,6,2,0,0,0,2,0,0,1,0,2,13,0,1,0,0,2,2,1.0,0.6,1.333333333,2018,4.532751091703057,4.93886462882096,4.465224095799306,4.87310327354707,0.7047872340425532,0.026403743315508026,0.1875,7.349344978165939,2.921397379912664,1.0349344978165942,2.5156950672645744,146.2051282051282,16.599708879184867,3.798800799467022,1.1557496360989812,96.6
3643,3643,3643,3643,763,20180627KTLG0,2018-06-27,KT,LG,0,T,0,L,0,24,161,38,37,12,3,0,2,0,0,0,0,1,0,0,9,0,0,0,1,7,7,2.25,1.714285714,3.0,2018,5.289905519641969,5.853804077573347,5.633192940036122,5.326176147123767,0.6903674711893891,0.036108324974924784,0.18221330658642595,7.317255096966683,2.5778219791148684,1.450024863252113,2.8385416666666665,149.55263157894737,16.95574341123819,3.7823627287853583,1.1203381402287418,24.666666666666686
3644,3644,3644,3644,764,20180627OBNC0,2018-06-27,NC,OB,0,B,0,L,0,27,136,39,33,8,3,0,1,2,0,1,0,4,0,1,7,1,0,0,1,6,5,1.333333333,1.5,1.0909090909999999,2018,5.490176817288802,5.888015717092339,5.243906036194204,5.292830569412182,0.667994966442953,0.029983525535420094,0.17100494233937394,6.8826129666011795,3.474459724950884,1.206777996070727,1.9809160305343512,155.25974025974025,17.615422396856587,3.9248194353250163,1.1669941060903732,5.233333333333313
3645,3645,3645,3645,765,20180627OBNC0,2018-06-27,OB,NC,0,T,0,W,1,27,144,36,34,7,1,0,1,2,0,0,0,2,0,0,6,0,1,0,0,3,3,0.5,1.0,1.0,2018,4.787518573551263,5.041604754829123,4.5858592399467035,4.962072476598432,0.7045654082528533,0.02607517778530308,0.1947172367084321,7.6894502228826145,3.3566121842496286,1.0297176820208025,2.2908366533864544,154.6266666666667,17.231797919762258,3.915259959486834,1.2407132243684993,86.0
3646,3646,3646,3646,766,20180627SSHH0,2018-06-27,HH,SS,0,B,0,W,1,27,150,39,34,7,1,0,0,0,0,0,0,3,0,2,8,0,0,0,0,0,0,0.428571429,0.7142857140000001,0.9,2018,4.613333333333333,5.026666666666666,4.7295765739247315,4.847549335329376,0.7096988485385296,0.027600134634803097,0.1969033995287782,7.8000000000000025,2.92,1.0933333333333333,2.671232876712329,155.68421052631578,17.52888888888889,3.975806451612904,1.1985185185185183,94.0
3647,3647,3647,3647,767,20180627SSHH0,2018-06-27,SS,HH,0,T,0,L,0,24,125,34,32,9,3,0,0,2,1,0,0,2,0,0,4,1,1,0,0,4,4,1.5,1.35,1.5,2018,5.553468208092487,5.982658959537573,5.634624069927421,5.300396691355923,0.6796510448366809,0.03294945617402431,0.1912987843889956,7.777456647398844,3.05635838150289,1.3395953757225434,2.5446808510638297,157.5897435897436,17.76300578034682,3.927156549520767,1.2095375722543351,13.799999999999997
3648,3648,3648,3648,768,20180627WOLT0,2018-06-27,LT,WO,0,B,0,W,0,36,247,60,49,12,5,0,1,3,0,1,0,10,2,0,17,0,0,0,0,8,6,2.4,1.96875,2.454545455,2018,5.173978819969743,5.8411497730711055,4.921339987928558,4.851359499502626,0.6584448160535117,0.024579124579124586,0.2101010101010101,8.496217851739788,3.9757942511346434,0.9939485627836612,2.136986301369863,160.24324324324326,17.93948562783661,3.973860589812333,1.4069591527987897,45.9
3649,3649,3649,3649,769,20180627WOLT0,2018-06-27,WO,LT,0,T,0,L,1,34,194,53,48,13,2,1,4,0,0,0,1,4,2,0,11,0,1,0,0,9,5,2.5,1.5,2.666666667,2018,4.878744650499288,5.212553495007133,4.7794873205535415,5.0016677904464055,0.6958485695848571,0.02880523731587561,0.18363338788870706,7.202567760342367,2.7475035663338088,1.12981455064194,2.6214953271028043,145.41772151898738,16.388017118402278,3.751796211626389,1.115549215406562,65.6
3650,3650,3650,3650,770,20180628OBNC0,2018-06-28,NC,OB,0,B,0,L,0,27,151,41,35,9,2,0,2,0,0,0,0,6,0,0,8,2,2,0,0,9,9,3.5,3.0,1.6666666669999999,2018,5.4837615123606405,5.8894813378574895,5.2273802232747855,5.293789079678669,0.6672192291753004,0.029928432010409886,0.17111255692908262,6.884149297140088,3.4813378574890934,1.2040717401841978,1.9774436090225564,155.01282051282053,17.58264663111973,3.919286871961102,1.1677169171110036,5.433333333333316
3651,3651,3651,3651,771,20180628OBNC0,2018-06-28,OB,NC,0,T,0,W,0,27,129,36,34,8,2,0,0,0,0,0,0,2,0,0,10,1,0,0,0,0,0,0.0,1.0,3.0,2018,4.763929618768328,5.0146627565982405,4.55201987219241,4.957139864274744,0.7052677405311276,0.02609568417530947,0.1943793911007025,7.667155425219941,3.338709677419355,1.029325513196481,2.296442687747036,154.48684210526315,17.215542521994134,3.916277518345564,1.2360703812316716,89.1
3652,3652,3652,3652,772,20180628SSHH0,2018-06-28,HH,SS,0,B,0,W,0,27,172,41,34,10,1,0,1,0,0,0,0,6,0,1,8,2,0,0,0,3,3,0.9,1.857142857,1.6666666669999999,2018,4.552631578947368,4.9605263157894735,4.699012154141572,4.832442122853744,0.7135052447552447,0.027242524916943518,0.19700996677740865,7.802631578947367,2.9210526315789487,1.0789473684210529,2.6711711711711708,155.6103896103896,17.517543859649123,3.974129353233831,1.1988304093567252,100.3
3653,3653,3653,3653,773,20180628SSHH0,2018-06-28,SS,HH,0,T,0,L,0,24,158,38,30,6,0,0,2,2,1,0,0,8,0,0,5,0,0,1,0,8,2,3.0,1.65,1.125,2018,5.541428571428572,5.965714285714285,5.6080079911504415,5.280512298292339,0.6791733547351525,0.03259493670886076,0.19050632911392404,7.74,3.0471428571428567,1.3242857142857145,2.540084388185654,157.1772151898734,17.73857142857143,3.9244627054361567,1.2042857142857142,14.200000000000003
3654,3654,3654,3654,774,20180628WOLT0,2018-06-28,LT,WO,0,B,0,W,1,27,184,45,35,10,4,0,0,1,0,0,2,8,0,0,5,1,1,0,0,6,6,1.5,2.1818181819999998,4.0,2018,5.161961367013372,5.843982169390787,4.920427195925827,4.837258212111061,0.6588909351340291,0.02443857331571995,0.2116908850726552,8.572065378900446,4.011887072808321,0.9895988112927192,2.1366666666666667,161.4,17.986627043090643,3.9766754270696447,1.4219910846953938,48.599999999999994
3655,3655,3655,3655,775,20180628WOLT0,2018-06-28,WO,LT,0,T,0,L,0,24,135,37,33,11,2,0,1,0,0,0,1,2,0,1,5,3,0,0,0,8,8,1.714285714,1.5,1.5,2018,4.8642957416939625,5.243331773514272,4.798071411370856,5.033254460201556,0.69592010199745,0.02962009014810045,0.18415969092079845,7.226953673373887,2.729059429106224,1.162377164248947,2.6481481481481484,146.025,16.399625643425363,3.7502407704654894,1.118858212447356,67.36666666666669
3656,3656,3656,3656,776,20180629HTOB0,2018-06-29,OB,HT,0,B,0,L,1,30,183,46,40,14,4,0,0,0,0,0,1,5,0,0,8,4,0,0,0,7,7,1.875,1.730769231,3.0,2018,4.7018813314037615,4.949348769898697,4.518119197622315,4.921945004515204,0.7084409991386736,0.025785123966942148,0.1953719008264463,7.69753979739508,3.3212735166425467,1.015918958031838,2.3176470588235296,154.15584415584416,17.178002894356005,3.912326961107449,1.2373371924746743,95.6
3657,3657,3657,3657,777,20180629HTOB0,2018-06-29,HT,OB,0,T,0,W,0,30,154,44,41,12,1,0,0,2,0,0,0,3,1,0,6,1,1,0,0,4,4,1.714285714,1.6956521740000001,2.25,2018,5.009738595592004,5.438749359302921,5.094417119603047,5.248236542269787,0.698126142595978,0.0319001386962552,0.17267683772538142,6.8918503331624805,2.8923628908252184,1.273193234238852,2.382775119617225,149.32432432432432,16.991286519733467,3.8182446440912234,1.1025115325474115,48.96666666666668
3658,3658,3658,3658,778,20180629LGSK0,2018-06-29,SK,LG,0,B,0,W,0,27,93,31,31,5,3,0,0,0,0,0,0,0,0,0,7,2,1,0,0,1,1,0.6,0.75,0.6,2018,4.6110831234256935,5.019143576826197,4.3703319000860175,4.89565083733516,0.7009462151394422,0.03222416812609457,0.20350262697022767,7.902770780856423,2.638790931989925,1.2513853904282115,2.9948453608247423,146.28,16.580856423173806,3.8346731911918894,1.180352644836272,90.93333333333331
3659,3659,3659,3659,779,20180629LGSK0,2018-06-29,LG,SK,0,T,0,L,0,24,143,37,34,9,1,0,3,1,0,0,0,1,0,2,7,0,1,0,0,10,6,1.5,1.636363636,1.285714286,2018,4.5,4.900862068965517,4.422003052155598,4.83493758564866,0.7055080096554751,0.026098447307565244,0.18962669309547409,7.422413793103447,2.896551724137931,1.0215517241379308,2.5625,146.37974683544303,16.614942528735632,3.807704972011853,1.160919540229885,101.4
3660,3660,3660,3660,780,20180629LTHH0,2018-06-29,HH,LT,0,B,0,W,2,27,125,32,29,4,0,0,1,0,0,0,0,3,0,0,8,2,0,0,0,2,2,0.0,0.833333333,0.545454545,2018,4.532467532467534,4.935064935064935,4.720958197414497,4.845144332924374,0.7165878813923507,0.02720419534578827,0.1969845952146837,7.8051948051948035,2.9610389610389616,1.0779220779220782,2.6359649122807016,155.82051282051282,17.538239538239537,3.977094240837696,1.2034632034632036,103.6
3661,3661,3661,3661,781,20180629LTHH0,2018-06-29,LT,HH,0,T,0,L,0,24,133,34,30,5,0,0,1,2,0,0,0,4,0,0,4,0,1,0,0,5,4,1.8,1.6875,1.5,2018,5.173020527859237,5.846041055718475,4.928342558734094,4.844236638468292,0.6590315451074945,0.024080702896192647,0.21021802798568173,8.52492668621701,4.064516129032258,0.9765395894428152,2.0974025974025974,161.69736842105263,18.019061583577713,3.9783101327290384,1.4222873900293256,48.599999999999994
3662,3662,3662,3662,782,20180629NCKT0,2018-06-29,KT,NC,0,B,0,W,0,27,155,38,34,9,2,0,0,0,1,0,0,4,0,0,8,1,0,0,0,3,3,2.142857143,1.2352941179999999,2.142857143,2018,5.3203931203931205,5.877641277641278,5.6457739856487805,5.324517212297253,0.6892473118279571,0.03631561571475735,0.18289864641795966,7.350368550368548,2.560687960687961,1.4594594594594592,2.870466321243524,149.7012987012987,16.993120393120392,3.788038120276044,1.121867321867322,22.566666666666684
3663,3663,3663,3663,783,20180629NCKT0,2018-06-29,NC,KT,0,T,0,L,0,24,134,39,36,13,3,1,1,0,0,0,1,1,0,1,5,0,0,0,0,7,6,1.125,2.2,1.0,2018,5.529186602870814,5.929665071770335,5.2365160037744864,5.314818518388033,0.6650296705545324,0.03017656500802568,0.17142857142857146,6.898564593301438,3.5138755980861247,1.214354066985646,1.9632352941176472,154.96202531645568,17.57224880382775,3.9161868202175305,1.1727272727272728,1.733333333333313
3664,3664,3664,3664,784,20180629WOSS0,2018-06-29,SS,WO,0,B,0,L,0,27,155,41,38,10,1,0,1,3,0,0,1,1,0,1,6,0,1,0,1,8,7,1.333333333,2.0,1.2,2018,5.5042372881355925,6.0,5.610436704019734,5.3203993039420565,0.6775793650793651,0.03283302063789869,0.18980612883051906,7.716101694915254,3.114406779661017,1.3347457627118644,2.477551020408163,157.1875,17.76129943502825,3.9272329793878815,1.2090395480225988,16.700000000000003
3665,3665,3665,3665,785,20180629WOSS0,2018-06-29,WO,SS,0,T,0,W,0,27,137,37,37,11,2,0,4,1,0,0,0,0,0,0,5,0,1,0,0,7,7,0.75,0.923076923,1.5,2018,4.910226746876446,5.285053216103655,4.814294193031991,5.0363336772835465,0.6930174040679388,0.02958956411072224,0.1835825644288896,7.209162424803331,2.723739009717723,1.1619620546043496,2.646788990825688,145.88888888888889,16.404905136510873,3.7490482233502536,1.1161499305876907,63.86666666666669
3666,3666,3666,3666,786,20180630HTOB0,2018-06-30,OB,HT,0,B,0,W,0,27,114,32,32,5,0,0,1,0,0,0,0,0,0,0,10,0,0,0,0,2,2,0.0,0.0,0.0,2018,4.724679029957204,4.968616262482168,4.540538622260407,4.904663510845834,0.7069001899134839,0.025398892868772387,0.1950504721589059,7.690442225392296,3.33808844507846,1.0014265335235375,2.3038461538461537,154.52564102564102,17.19400855920114,3.913311688311688,1.2382310984308131,94.4
3667,3667,3667,3667,787,20180630HTOB0,2018-06-30,HT,OB,0,T,0,L,0,24,142,43,39,17,2,0,1,0,0,0,1,0,0,3,6,2,1,0,0,12,12,2.625,12.0,2.25,2018,4.988389702170621,5.4109035840484605,5.075192295519142,5.2173775178784085,0.6987193889013704,0.03143149982917663,0.17218995558592415,6.869257950530035,2.875820292781423,1.2539121655729428,2.3886255924170614,149.38666666666666,16.96718828874306,3.813478556841389,1.099444724886421,51.566666666666684
3668,3668,3668,3668,788,20180630LGSK0,2018-06-30,SK,LG,0,B,0,W,0,27,102,34,31,6,1,0,1,0,1,0,0,2,0,1,8,1,0,0,0,3,3,3.0,0.8888888890000001,0.9,2018,4.562624254473161,4.965208747514911,4.302126670913316,4.860214087556752,0.7015590200445434,0.031878031878031884,0.20374220374220373,7.89065606361829,2.603379721669981,1.234592445328032,3.0309278350515463,145.57894736842104,16.497017892644134,3.8257261410788383,1.1749502982107356,96.13333333333331
3669,3669,3669,3669,789,20180630LGSK0,2018-06-30,LG,SK,0,T,0,L,0,25,168,39,31,9,2,0,3,0,1,1,1,6,0,0,6,1,1,0,0,6,6,3.0,1.8,2.25,2018,4.525568181818182,4.973011363636363,4.444113693985848,4.871591843746884,0.7016971279373367,0.026762402088772844,0.189621409921671,7.4275568181818175,2.8764204545454537,1.0482954545454546,2.5822222222222218,146.3375,16.629261363636363,3.808392973324658,1.1590909090909092,100.1
3670,3670,3670,3670,790,20180630LTHH0,2018-06-30,HH,LT,0,B,0,W,0,27,160,36,31,6,1,0,2,0,0,1,0,4,0,0,10,0,0,1,0,5,3,0.857142857,1.153846154,0.272727273,2018,4.5,4.897435897435898,4.670200630231168,4.840426828206869,0.7176420333190944,0.027246188777165097,0.1975348686344469,7.8076923076923075,2.9615384615384617,1.0769230769230769,2.636363636363636,155.43037974683546,17.491452991452988,3.976360103626943,1.2037037037037035,107.9
3671,3671,3671,3671,791,20180630LTHH0,2018-06-30,LT,HH,0,T,0,L,3,26,154,36,32,8,2,0,1,2,2,0,0,2,0,2,9,0,0,0,0,6,5,0.5,1.153846154,0.545454545,2018,5.165217391304347,5.843478260869565,4.895534146932297,4.8568891098865405,0.6580259222333001,0.02413904087544255,0.20920502092050208,8.478260869565217,4.069565217391304,0.9782608695652174,2.083333333333333,161.32467532467533,18.002898550724638,3.977585654819084,1.417391304347826,49.0
3672,3672,3672,3672,792,20180630NCKT0,2018-06-30,KT,NC,0,B,1,W,0,17,63,18,15,2,0,0,0,0,0,0,0,1,0,2,3,4,0,0,0,0,0,0.0,0.529411765,0.428571429,2018,5.290009699321047,5.839961202715808,5.6172455438844695,5.298873113035307,0.6903499469777307,0.0358656667753505,0.18324095207042712,7.358874878758487,2.5795344325897203,1.440349175557711,2.8527918781725887,149.76923076923075,16.99612027158099,3.7916260954235637,1.1246362754607178,25.86666666666669
3673,3673,3673,3673,793,20180630NCKT0,2018-06-30,NC,KT,0,T,1,L,0,15,61,17,17,2,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,1,1,1.0,0.4,1.5,2018,5.543046357615894,5.95175023651845,5.257901299663268,5.3105122982923385,0.6639757820383451,0.030120481927710843,0.17089410272669625,6.884105960264901,3.4867549668874176,1.2133396404919583,1.9743589743589745,154.7,17.56291390728477,3.9102685624012636,1.1679280983916749,0.23333333333331296
3674,3674,3674,3674,794,20180701WOSS0,2018-07-01,SS,WO,0,B,0,L,0,27,136,36,35,8,1,0,2,0,0,0,0,0,0,1,9,0,0,0,0,3,3,0.75,0.923076923,0.666666667,2018,5.523012552301256,6.025104602510459,5.584234289689926,5.311209648362074,0.674455134498331,0.03272615004631059,0.18925594319234326,7.694560669456067,3.087866108786612,1.3305439330543931,2.491869918699187,157.16049382716048,17.754532775453278,3.925377736663583,1.2036262203626222,14.799999999999997
3675,3675,3675,3675,795,20180701WOSS0,2018-07-01,WO,SS,0,T,0,W,1,27,138,35,33,7,0,0,0,0,0,0,0,2,0,0,4,2,0,0,0,1,1,0.0,0.692307692,0.9,2018,4.936014625228519,5.306215722120658,4.833094603184907,5.078793833941333,0.6932860717264386,0.03050314465408805,0.1830188679245283,7.1819012797074935,2.690127970749543,1.1969835466179155,2.6697247706422016,145.78048780487802,16.390310786106028,3.748510504860458,1.109232175502742,62.86666666666669
3676,3676,3676,3676,796,20180703HHHT0,2018-07-03,HT,HH,0,B,0,W,0,27,129,32,32,5,1,0,2,1,0,0,0,0,0,0,14,0,0,0,0,2,2,0.0,0.5,0.6,2018,5.090274314214462,5.507730673316708,5.1424049838085075,5.2154998294644095,0.6932218309859155,0.03131313131313132,0.1717171717171717,6.8678304239401475,2.8413965087281787,1.252369077306733,2.4170616113744074,149.28947368421052,16.97655860349127,3.8061053337806094,1.0952618453865337,44.166666666666686
3677,3677,3677,3677,797,20180703HHHT0,2018-07-03,HH,HT,0,T,0,L,0,24,126,39,35,14,4,0,1,2,0,1,1,2,0,0,5,1,0,0,0,9,7,1.153846154,2.4,1.875,2018,4.481012658227848,4.89873417721519,4.6510662766009165,4.852706391119343,0.7174650275540483,0.027572940044886186,0.19846104520679705,7.8354430379746836,2.9746835443037973,1.0886075949367089,2.6340425531914895,155.4875,17.495077355836848,3.9817541613316254,1.2081575246132208,111.4
3678,3678,3678,3678,798,20180703NCLG0,2018-07-03,LG,NC,0,B,0,L,3,30,214,52,47,18,2,1,1,2,0,1,0,3,0,1,8,0,1,0,0,13,12,3.375,1.75862069,1.9090909090000001,2018,4.548432381843706,4.990641085634066,4.4805958017692955,4.922351324965245,0.7032258064516129,0.027392845633258136,0.18917176925555915,7.4164716892840445,2.918577445016378,1.0739354234908751,2.5411255411255413,146.60493827160494,16.670566214319138,3.8146482492772247,1.162377164248947,98.86666666666669
3679,3679,3679,3679,799,20180703NCLG0,2018-07-03,NC,LG,0,T,0,W,0,30,162,45,43,15,2,0,0,1,0,0,0,1,0,1,5,1,1,0,0,6,6,2.666666667,1.6666666669999999,1.333333333,2018,5.5166744950681075,5.922498825739784,5.206296887819253,5.288671058273549,0.6636455186304129,0.029959003468937245,0.17123935666982024,6.8863316110850175,3.4621888210427434,1.2047909816815408,1.989010989010989,153.54320987654322,17.525129168623767,3.9085480829666883,1.1653358384217942,2.1333333333333115
3680,3680,3680,3680,800,20180703SKWO0,2018-07-03,WO,SK,0,B,0,L,0,27,159,41,35,11,2,0,4,1,0,1,1,4,0,0,9,0,0,0,0,9,9,1.5,2.076923077,1.363636364,2018,4.888036117381491,5.2537246049661395,4.789433116188405,5.060625165109495,0.6951043172898161,0.030171073094867808,0.1822706065318818,7.1431151241535,2.681715575620768,1.182392776523702,2.6636363636363645,145.6867469879518,16.37742663656885,3.7506203473945408,1.1038374717832955,67.76666666666668
3681,3681,3681,3681,801,20180703SKWO0,2018-07-03,SK,WO,0,T,0,W,1,27,144,38,34,8,2,0,1,0,0,0,0,3,0,1,9,2,0,0,0,3,2,2.25,1.0,0.666666667,2018,4.541932319764591,4.939185875429132,4.272792273228436,4.855142018743542,0.7023780338318215,0.03184931506849315,0.20410958904109588,7.892103972535557,2.5953898970083373,1.2314860225600786,3.0408163265306123,145.01298701298703,16.428641490926925,3.816131237183869,1.1741049534085335,99.43333333333331
3682,3682,3682,3682,802,20180704HHHT0,2018-07-04,HT,HH,0,B,0,W,1,27,150,41,35,10,4,0,0,1,1,1,0,4,1,1,10,0,2,0,0,4,4,1.5,1.615384615,0.818181818,2018,5.049212598425196,5.4611220472440944,5.0818744137608425,5.193878440024624,0.6948408342480791,0.03164556962025317,0.17455029980013326,6.962598425196849,2.803641732283465,1.2623031496062993,2.4834123222748814,149.02597402597402,16.94143700787402,3.808496515101228,1.1013779527559056,49.066666666666684
3683,3683,3683,3683,803,20180704HHHT0,2018-07-04,HH,HT,0,T,0,L,0,24,133,38,33,11,2,1,0,0,0,1,0,3,0,1,7,2,1,0,0,6,5,1.333333333,1.636363636,1.5,2018,4.5187760778859545,4.956884561891516,4.687418075918664,4.853627736400823,0.7138384470882905,0.02754908169727676,0.1975934135528816,7.810848400556327,2.9666203059805283,1.0890125173852572,2.632911392405063,155.12345679012347,17.47566063977747,3.972494467277901,1.2044506258692629,108.9
3684,3684,3684,3684,804,20180704NCLG0,2018-07-04,LG,NC,0,B,0,W,0,27,119,33,30,5,2,0,0,2,0,0,1,2,0,0,5,0,1,0,0,3,3,1.8,1.5,1.5,2018,4.634979233964005,5.083525611444394,4.534759721194916,4.91941862039663,0.6974542394277299,0.027258320126782885,0.1885895404120444,7.413474850023071,2.91555145362252,1.0715274573142592,2.5427350427350426,147.4268292682927,16.736040609137056,3.819589257503949,1.161513613290263,92.66666666666669
3685,3685,3685,3685,805,20180704NCLG0,2018-07-04,NC,LG,0,T,0,L,0,24,162,44,36,13,3,0,3,0,0,1,0,4,0,3,4,0,2,0,0,13,12,2.666666667,4.8,6.0,2018,5.515053265400648,5.915238536359426,5.2099521455002815,5.262573437708736,0.6633663366336634,0.02953980099502488,0.17039800995024876,6.853172765169059,3.4265863825845293,1.1880500231588702,2.0,153.64634146341464,17.506716072255674,3.9042454291912003,1.1574803149606299,2.6333333333333115
3686,3686,3686,3686,806,20180704OBLT0,2018-07-04,LT,OB,0,B,0,L,0,27,151,43,37,13,3,0,1,0,0,0,2,3,0,1,6,0,0,0,0,7,6,1.8,2.0,2.333333333,2018,5.1655534351145045,5.848282442748093,4.88479268610948,4.85392832882669,0.6570639305445936,0.024180719058224626,0.20967228762328985,8.489026717557252,4.044847328244275,0.9790076335877864,2.0987261146496814,161.23076923076925,18.0,3.9810066476733135,1.4155534351145038,49.23333333333332
