,게임키,일자,팀코드,상대팀코드,더블헤더코드,초말,선수코드,선발,구원,완투,종료,결과_x,홀드,이닝*3,투구 수,타자,타수,안타,2루타,3루타,홈런,도루,도루실패,희타,희비,4구,고4,사구,삼진,병살타,폭투,보크,실책,실점,자책점,득점권WHIP,2점차이하WHIP,345번타자WHIP,결과_y
14192,20180520SSWO0,20180520,SS,WO,0,T,99445,0,1,0,0,W,0,3,22,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.0,0.0,1
14193,20180522KTHT0,20180522,HT,KT,0,B,60636,0,1,0,0, ,0,1,10,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,3.0,1
14195,20180522KTHT0,20180522,KT,HT,0,T,64029,0,1,0,1, ,0,3,13,5,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1.5,0
14197,20180522KTHT0,20180522,HT,KT,0,B,67640,0,1,0,0, ,0,4,22,5,4,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0.0,0.0,0.0,1
14198,20180522KTHT0,20180522,HT,KT,0,B,95657,0,1,0,1,S,0,4,27,6,5,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0.0,0.0,0.0,1
14199,20180522KTHT0,20180522,KT,HT,0,T,99563,0,1,0,0, ,0,6,37,9,8,2,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0.0,0.0,1.5,0
14200,20180522LTSS0,20180522,SS,LT,0,B,66451,0,1,0,0, ,1,2,9,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
14201,20180522LTSS0,20180522,SS,LT,0,B,66492,0,1,0,0,W,0,3,14,4,3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,1
14203,20180522LTSS0,20180522,LT,SS,0,T,68556,0,1,0,1, ,0,2,15,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0
14204,20180522LTSS0,20180522,LT,SS,0,T,72535,0,1,0,0, ,0,1,11,5,3,2,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,4,2,6.0,9.0,0.0,0
14205,20180522LTSS0,20180522,SS,LT,0,B,73117,0,1,0,0, ,1,1,11,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,3.0,3.0,1
14207,20180522LTSS0,20180522,LT,SS,0,T,76540,0,1,0,0, ,0,0,7,2,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0
14208,20180522LTSS0,20180522,SS,LT,0,B,77927,0,1,0,1, ,0,3,16,5,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
14209,20180522LTSS0,20180522,LT,SS,0,T,79293,0,1,0,0,L,0,1,6,3,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,6.0,0.0,0
14210,20180522LTSS0,20180522,LT,SS,0,T,79545,0,1,0,0, ,0,2,18,5,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1.5,0.0,0.0,0
14211,20180522NCLG0,20180522,LG,NC,0,B,60181,0,1,0,0, ,0,3,19,4,4,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,3.0,1
14213,20180522NCLG0,20180522,LG,NC,0,B,62146,0,1,0,0, ,1,3,15,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,1.0,0.0,1
14214,20180522NCLG0,20180522,NC,LG,0,T,62920,0,1,0,0, ,0,0,15,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0
14216,20180522NCLG0,20180522,NC,LG,0,T,76118,0,1,0,0, ,0,2,16,4,4,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,2,1.5,3.0,0.0,0
14217,20180522NCLG0,20180522,NC,LG,0,T,76757,0,1,0,1, ,0,4,19,5,5,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0.0,0.0,0.0,0
14218,20180522NCLG0,20180522,LG,NC,0,B,79140,0,1,0,1, ,0,3,17,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,1
14219,20180522OBHH0,20180522,OB,HH,0,T,61962,0,1,0,1,L,0,0,9,3,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0.0,0.0,0.0,0
14220,20180522OBHH0,20180522,HH,OB,0,B,64759,0,1,0,0, ,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0.0,0.0,0.0,1
14222,20180522OBHH0,20180522,OB,HH,0,T,67266,0,1,0,0, ,0,6,28,8,8,2,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0.0,1.0,6.0,0
14223,20180522OBHH0,20180522,HH,OB,0,B,67703,0,1,0,0, ,0,5,24,8,6,1,0,0,0,1,0,0,0,2,1,0,1,0,0,0,0,0,0,3.0,1.8,0.0,1
14225,20180522OBHH0,20180522,OB,HH,0,T,68260,0,1,0,0, ,0,10,54,13,10,0,0,0,0,0,0,0,0,3,0,0,5,0,1,0,0,0,0,0.0,0.0,1.5,0
14226,20180522OBHH0,20180522,OB,HH,0,T,73248,0,1,0,0, ,1,2,14,3,2,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0
14227,20180522OBHH0,20180522,HH,OB,0,B,73738,0,1,0,0, ,1,1,17,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,1
14228,20180522OBHH0,20180522,HH,OB,0,B,73801,0,1,0,0, ,0,3,12,4,4,2,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0.0,1.0,0.0,1
14229,20180522OBHH0,20180522,HH,OB,0,B,74857,0,1,0,1,W,0,4,12,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.75,0.0,1
14230,20180522OBHH0,20180522,OB,HH,0,T,76329,0,1,0,0, ,1,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0
14231,20180522WOSK0,20180522,WO,SK,0,T,62360,0,1,0,1,S,0,9,36,11,9,1,0,0,1,0,0,0,0,2,0,0,2,1,0,0,0,1,1,0.0,0.0,3.0,1
14233,20180522WOSK0,20180522,SK,WO,0,B,64805,0,1,0,0, ,0,1,12,3,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,6.0,0.0,0.0,0
14235,20180522WOSK0,20180522,SK,WO,0,B,73632,0,1,0,0, ,0,4,21,7,7,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3.0,0.0,1.5,0
14236,20180522WOSK0,20180522,SK,WO,0,B,75250,0,1,0,1, ,0,3,13,5,5,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0.0,0.0,0.0,0
14237,20180522WOSK0,20180522,SK,WO,0,B,78819,0,1,0,0, ,0,1,24,5,4,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,3,0.0,12.0,6.0,0
14239,20180523KTHT0,20180523,HT,KT,0,B,62648,0,1,0,0, ,1,6,36,7,7,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0.0,0.0,3.0,0
14240,20180523KTHT0,20180523,KT,HT,0,T,65062,0,1,0,1,S,0,3,16,4,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,1.0,0.0,1
14241,20180523KTHT0,20180523,KT,HT,0,T,67066,0,1,0,0, ,0,3,20,6,3,1,0,0,0,0,0,1,0,2,1,0,1,0,1,0,0,1,1,1.0,0.0,0.0,1
14243,20180523KTHT0,20180523,KT,HT,0,T,75149,0,1,0,0, ,0,3,23,5,5,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0.0,9.0,0.0,1
14244,20180523KTHT0,20180523,HT,KT,0,B,76350,0,1,0,0, ,0,0,7,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0.0,0.0,0.0,0
14245,20180523KTHT0,20180523,KT,HT,0,T,78248,0,1,0,0,W,0,3,7,4,4,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,1
14246,20180523KTHT0,20180523,HT,KT,0,B,95657,0,1,0,1,L,0,3,25,7,4,2,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,2,2,3.0,4.5,1.5,0
14247,20180523LTSS0,20180523,SS,LT,0,B,61411,0,1,0,0, ,1,5,29,6,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.6,0.0,1
14249,20180523LTSS0,20180523,SS,LT,0,B,66451,0,1,0,1,S,0,3,21,5,3,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0.0,2.0,6.0,1
14250,20180523LTSS0,20180523,SS,LT,0,B,66492,0,1,0,0, ,1,4,20,7,6,2,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0.0,1.5,3.0,1
14251,20180523LTSS0,20180523,LT,SS,0,T,72862,0,1,0,0, ,0,6,28,8,7,1,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0.0,1.0,6.0,0
14253,20180523LTSS0,20180523,LT,SS,0,T,77318,0,1,0,1, ,0,3,10,4,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0
14254,20180523NCLG0,20180523,LG,NC,0,B,60140,0,1,0,1, ,0,3,17,4,4,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,1
14255,20180523NCLG0,20180523,NC,LG,0,T,62920,0,1,0,0, ,0,11,65,15,12,2,0,1,0,0,0,0,0,3,0,0,4,1,0,0,0,1,1,0.75,0.0,0.6,0
14256,20180523NCLG0,20180523,NC,LG,0,T,62929,0,1,0,1, ,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0
14257,20180523NCLG0,20180523,NC,LG,0,T,62966,0,1,0,0, ,0,6,52,14,12,6,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,6,6,4.0,0.0,0.0,0
14259,20180523NCLG0,20180523,LG,NC,0,B,67119,0,1,0,0, ,0,3,14,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,1
14261,20180523NCLG0,20180523,LG,NC,0,B,76650,0,1,0,0, ,0,3,20,4,3,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0.0,0.0,0.0,1
14262,20180523OBHH0,20180523,OB,HH,0,T,62263,0,1,0,0, ,0,7,54,12,10,3,2,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,1.5,1.714285714,6.0,0
14264,20180523OBHH0,20180523,HH,OB,0,B,65769,0,1,0,0, ,1,3,16,3,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0.0,1
14266,20180523OBHH0,20180523,OB,HH,0,T,73248,0,1,0,0,L,0,7,37,11,10,3,0,0,1,1,0,0,0,1,0,0,3,0,0,0,0,1,1,0.0,1.714285714,0.75,0
14267,20180523OBHH0,20180523,HH,OB,0,B,74857,0,1,0,1,S,0,3,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
14268,20180523OBHH0,20180523,OB,HH,0,T,76329,0,1,0,0, ,0,3,11,4,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,1.0,0.0,0
14269,20180523OBHH0,20180523,OB,HH,0,T,78247,0,1,0,1, ,0,2,5,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0,1.5,0.0,0
14270,20180523OBHH0,20180523,HH,OB,0,B,79764,0,1,0,0,W,0,6,28,7,6,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.0,0.5,0.0,1
14272,20180523WOSK0,20180523,SK,WO,0,B,61895,0,1,0,0, ,1,5,12,5,5,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,1
14273,20180523WOSK0,20180523,WO,SK,0,T,63348,0,1,0,0, ,0,2,23,7,6,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,4,4.5,0.0,0.0,0
14275,20180523WOSK0,20180523,WO,SK,0,T,66018,0,1,0,1, ,0,3,27,6,5,2,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,3,3,0.0,0.0,6.0,0
14276,20180523WOSK0,20180523,WO,SK,0,T,67828,0,1,0,0, ,0,1,10,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0
14277,20180523WOSK0,20180523,SK,WO,0,B,74838,0,1,0,0, ,0,2,7,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,1
14278,20180523WOSK0,20180523,SK,WO,0,B,75138,0,1,0,1, ,0,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
14279,20180523WOSK0,20180523,SK,WO,0,B,79847,0,1,0,0, ,0,4,17,6,6,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0.0,0.0,0.0,1
14280,20180524KTHT0,20180524,HT,KT,0,B,60634,0,1,0,0, ,0,6,48,14,14,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,3.0,0.0,3.0,0
14283,20180524KTHT0,20180524,HT,KT,0,B,65618,0,1,0,1, ,0,8,30,10,9,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0.0,0.0,1.0,0
14284,20180524LTSS0,20180524,SS,LT,0,B,61457,0,1,0,0, ,0,2,12,4,4,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0.0,0.0,1.5,1
14286,20180524LTSS0,20180524,LT,SS,0,T,68556,0,1,0,1, ,0,3,23,6,6,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,3.0,0.0,3.0,0
14288,20180524LTSS0,20180524,LT,SS,0,T,76540,0,1,0,0, ,0,3,26,6,6,3,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,3,6.0,0.0,6.0,0
14289,20180524LTSS0,20180524,LT,SS,0,T,77318,0,1,0,0, ,0,5,24,6,4,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0.0,0.0,0.0,0
14290,20180524LTSS0,20180524,SS,LT,0,B,77927,0,1,0,1, ,0,3,25,5,5,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,1
14292,20180524NCLG0,20180524,NC,LG,0,T,64995,0,1,0,0, ,0,2,14,4,2,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1.5,0.0,0.0,0
14294,20180524NCLG0,20180524,NC,LG,0,T,76757,0,1,0,1, ,0,3,8,3,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,1.5,0
14295,20180524NCLG0,20180524,NC,LG,0,T,79358,0,1,0,0, ,0,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0
14296,20180524OBHH0,20180524,HH,OB,0,B,60768,0,1,0,1, ,0,8,43,10,10,2,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,1,0.0,0.0,1.5,0
14297,20180524OBHH0,20180524,OB,HH,0,T,61214,0,1,0,1, ,0,1,8,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.0,0.0,0.0,1
14298,20180524OBHH0,20180524,OB,HH,0,T,63248,0,1,0,0, ,0,2,19,4,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,1
14300,20180524OBHH0,20180524,OB,HH,0,T,76329,0,1,0,0, ,0,3,12,3,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,1
14302,20180524WOSK0,20180524,WO,SK,0,T,61268,0,1,0,0, ,0,2,15,3,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0.0,1.5,0.0,0
14303,20180524WOSK0,20180524,SK,WO,0,B,61895,0,1,0,0, ,1,4,10,4,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0.0,1
14306,20180524WOSK0,20180524,WO,SK,0,T,67828,0,1,0,1, ,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0
14307,20180524WOSK0,20180524,WO,SK,0,T,74359,0,1,0,0, ,0,3,13,3,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0.0,0
14308,20180524WOSK0,20180524,SK,WO,0,B,75138,0,1,0,1,S,0,3,18,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,1
14309,20180524WOSK0,20180524,WO,SK,0,T,75342,0,1,0,0, ,0,3,15,4,3,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0.0,0.0,0.0,0
14310,20180525HHSK0,20180525,HH,SK,0,T,64759,0,1,0,0, ,0,0,11,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0
14311,20180525HHSK0,20180525,HH,SK,0,T,65769,0,1,0,1, ,0,2,12,3,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.5,0.0,0.0,0
14313,20180525HHSK0,20180525,HH,SK,0,T,73738,0,1,0,0, ,0,3,11,5,4,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0.0,2.0,0.0,0
14314,20180525HHSK0,20180525,SK,HH,0,B,75138,0,1,0,1, ,0,3,11,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,1
14316,20180525HTNC0,20180525,NC,HT,0,B,62929,0,1,0,0, ,0,0,6,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.0,0.0,0.0,0
14317,20180525HTNC0,20180525,HT,NC,0,T,65643,0,1,0,1, ,0,7,38,9,8,2,0,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,0.0,0.0,0.0,1
14320,20180525HTNC0,20180525,NC,HT,0,B,76118,0,1,0,0, ,0,3,8,3,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,1.0,0
14321,20180525HTNC0,20180525,NC,HT,0,B,76757,0,1,0,0, ,0,8,58,14,12,5,1,0,2,0,0,0,0,2,0,0,0,1,0,0,0,4,4,0.0,0.0,6.0,0
14322,20180525HTNC0,20180525,NC,HT,0,B,79358,0,1,0,1, ,0,3,16,4,4,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0.0,0.0,0.0,0
14324,20180525LGKT0,20180525,LG,KT,0,T,62146,0,1,0,0, ,0,2,7,3,3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0.0,3.0,0.0,0
14325,20180525LGKT0,20180525,KT,LG,0,B,64017,0,1,0,0, ,1,6,26,8,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,1.5,1
14326,20180525LGKT0,20180525,KT,LG,0,B,64029,0,1,0,1, ,0,3,22,5,5,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,6.0,1
14327,20180525LGKT0,20180525,KT,LG,0,B,65056,0,1,0,0, ,0,3,13,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
14329,20180525LGKT0,20180525,LG,KT,0,T,67119,0,1,0,1, ,0,6,34,10,8,2,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,2,2,3.0,0.0,3.0,0
14330,20180525LGKT0,20180525,LG,KT,0,T,71118,0,1,0,0, ,0,1,11,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,3.0,0.0,0
14331,20180525LGKT0,20180525,KT,LG,0,B,78248,0,1,0,0, ,0,0,8,3,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.0,0.0,0.0,1
14332,20180525LGKT0,20180525,LG,KT,0,T,79140,0,1,0,0, ,0,2,16,3,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,3.0,0
14333,20180525LGKT0,20180525,KT,LG,0,B,99563,0,1,0,0,W,0,9,34,9,8,0,0,0,0,0,0,0,1,0,0,0,4,0,1,0,0,0,0,0.0,0.0,0.0,1
14334,20180525LTWO0,20180525,WO,LT,0,B,62360,0,1,0,0, ,0,3,13,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
14336,20180525LTWO0,20180525,LT,WO,0,T,63543,0,1,0,0, ,0,9,44,12,10,3,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,3,3,2.0,0.0,6.0,0
14338,20180525LTWO0,20180525,WO,LT,0,B,68341,0,1,0,1, ,0,3,17,4,3,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0.0,0.0,0.0,1
14339,20180525LTWO0,20180525,LT,WO,0,T,68556,0,1,0,1, ,0,4,31,8,7,3,1,0,1,0,0,0,0,1,0,0,3,0,0,0,0,3,3,0.0,0.0,1.5,0
14340,20180525SSOB0,20180525,OB,SS,0,B,66291,0,1,0,0, ,0,4,30,8,4,1,1,0,0,1,0,0,1,3,0,0,2,0,0,0,0,3,3,3.0,3.0,1.5,0
14341,20180525SSOB0,20180525,OB,SS,0,B,68260,0,1,0,0, ,0,3,19,5,4,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1.5,0.0,0.0,0
14342,20180525SSOB0,20180525,SS,OB,0,T,73117,0,1,0,1, ,0,3,22,5,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0.0,0.0,6.0,1
14344,20180525SSOB0,20180525,OB,SS,0,B,78247,0,1,0,1, ,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0
14346,20180526HHSK0,20180526,HH,SK,0,T,60768,0,1,0,0, ,0,3,15,5,4,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0
14347,20180526HHSK0,20180526,SK,HH,0,B,61895,0,1,0,1, ,0,3,29,5,5,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,3.0,1
14349,20180526HHSK0,20180526,HH,SK,0,T,67703,0,1,0,1, ,0,3,17,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.5,0
14351,20180526HHSK0,20180526,SK,HH,0,B,75250,0,1,0,0, ,0,3,13,4,4,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0.0,1
14352,20180526HHSK0,20180526,HH,SK,0,T,79764,0,1,0,0, ,0,7,32,10,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0
14354,20180526HTNC0,20180526,NC,HT,0,B,64995,0,1,0,1, ,0,3,15,4,4,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,0.0,0.0,1
14355,20180526HTNC0,20180526,HT,NC,0,T,65618,0,1,0,1, ,0,3,16,4,4,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0
14356,20180526HTNC0,20180526,HT,NC,0,T,67640,0,1,0,0, ,0,3,19,6,6,3,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,3,0.0,6.0,6.0,0
14357,20180526HTNC0,20180526,NC,HT,0,B,76118,0,1,0,0, ,1,6,23,7,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,1
14359,20180526LGKT0,20180526,KT,LG,0,B,67066,0,1,0,1, ,0,3,14,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0
14360,20180526LGKT0,20180526,KT,LG,0,B,75149,0,1,0,0, ,0,3,14,5,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,0.0,0.0,0
14363,20180526LGKT0,20180526,LG,KT,0,T,78148,0,1,0,1, ,0,3,23,5,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,6.0,1
14366,20180526LTWO0,20180526,LT,WO,0,T,72535,0,1,0,0, ,0,2,8,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,1.5,0.0,0
14367,20180526LTWO0,20180526,LT,WO,0,T,72862,0,1,0,0, ,0,5,26,6,6,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.6,0.0,0
14368,20180526LTWO0,20180526,WO,LT,0,B,74359,0,1,0,0, ,1,3,7,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
14369,20180526LTWO0,20180526,LT,WO,0,T,75321,0,1,0,1, ,0,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0
14370,20180526LTWO0,20180526,WO,LT,0,B,75342,0,1,0,0, ,1,3,11,3,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,1.0,0.0,1
14371,20180526LTWO0,20180526,WO,LT,0,B,76430,0,1,0,1,S,0,3,18,4,4,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,1.0,0.0,1
14372,20180526LTWO0,20180526,LT,WO,0,T,79293,0,1,0,0, ,0,3,20,5,5,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,1.0,0.0,0
14373,20180526LTWO0,20180526,LT,WO,0,T,79545,0,1,0,0, ,0,6,38,8,7,2,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1.0,1.5,1.5,0
14374,20180526SSOB0,20180526,SS,OB,0,T,61457,0,1,0,0, ,0,3,27,5,3,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0
14376,20180526SSOB0,20180526,SS,OB,0,T,66492,0,1,0,0, ,0,4,29,6,4,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0.0,0.0,1.5,0
14377,20180526SSOB0,20180526,OB,SS,0,B,67266,0,1,0,1, ,0,3,6,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,1
14379,20180526SSOB0,20180526,OB,SS,0,B,73248,0,1,0,0, ,0,3,14,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
14380,20180526SSOB0,20180526,SS,OB,0,T,76610,0,1,0,0, ,0,6,31,9,9,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0.0,0.0,6.0,0
