,시즌,선수코드,선수명,팀코드,팀명,연봉
1175,2017,75149,홍성용,KT,KT,6300.0
1176,2017,75151,정의윤,SK,SK,30000.0
1177,2017,75250,박정배,SK,SK,8000.0
1178,2017,75258,금민철,WO,키움,7300.0
1179,2017,75321,손승락,LT,롯데,70000.0
1180,2017,75334,오재일,OB,두산,19800.0
1181,2017,75340,전유수,SK,SK,11000.0
1182,2017,75342,이보근,WO,키움,15000.0
1183,2017,75441,조영훈,NC,NC,15000.0
1184,2017,75537,조정훈,LT,롯데,7000.0
1185,2017,75566,이원석,SS,삼성,30000.0
1186,2017,75620,윤석민,HT,KIA,125000.0
1187,2017,75668,곽정철,HT,KIA,5000.0
1188,2017,75730,윤근영,KT,KT,4000.0
1189,2017,75750,양훈,WO,키움,9500.0
1190,2017,75808,정근우,HH,한화,70000.0
1191,2017,75847,최정,SK,SK,120000.0
1192,2017,75852,김선규,NC,NC,5500.0
1193,2017,75867,김진성,NC,NC,18000.0
1194,2017,76100,이병규,LG,LG,12000.0
1195,2017,76118,원종현,NC,NC,14000.0
1196,2017,76158,최승준,SK,SK,6200.0
1197,2017,76225,김건국,LT,롯데,2700.0
1198,2017,76232,양의지,OB,두산,48000.0
1199,2017,76249,민병헌,OB,두산,55000.0
1200,2017,76267,최주환,OB,두산,10000.0
1201,2017,76304,신현철,KT,KT,3000.0
1202,2017,76329,이현승,OB,두산,40000.0
1203,2017,76350,김세현,HT,KIA,27000.0
1204,2017,76355,장원삼,SS,삼성,75000.0
1205,2017,76368,유재신,HT,KIA,6500.0
1206,2017,76430,김상수,WO,키움,12000.0
1207,2017,76435,이여상,LT,롯데,4000.0
1208,2017,76455,차우찬,LG,LG,100000.0
1209,2017,76461,김기태,SS,삼성,6500.0
1210,2017,76509,김문호,LT,롯데,14000.0
1211,2017,76536,손용석,LT,롯데,3700.0
1212,2017,76540,배장호,LT,롯데,5400.0
1213,2017,76610,한기주,HT,KIA,6000.0
1214,2017,76639,손영민,HT,KIA,8000.0
1215,2017,76650,진해수,LG,LG,11000.0
1216,2017,76653,박경태,HT,KIA,4900.0
1217,2017,76720,정범모,HH,한화,5500.0
1218,2017,76746,김태완,WO,키움,5000.0
1219,2017,76753,송광민,HH,한화,20000.0
1220,2017,76757,유원상,LG,LG,6000.0
1221,2017,76802,김성현,SK,SK,28000.0
1222,2017,76812,이재원,SK,SK,35000.0
1223,2017,76849,이명기,HT,KIA,15000.0
1224,2017,76858,박희수,SK,SK,21000.0
1225,2017,76869,김재현,SK,SK,7000.0
1226,2017,77104,박용근,KT,KT,3800.0
1227,2017,77147,봉중근,LG,LG,35000.0
1228,2017,77211,이용찬,OB,두산,18000.0
1229,2017,77229,이원재,OB,두산,2700.0
1230,2017,77243,허도환,HH,한화,7800.0
1231,2017,77248,오재원,OB,두산,55000.0
1232,2017,77253,이용호,OB,두산,2800.0
1233,2017,77263,김강률,OB,두산,6200.0
1234,2017,77318,장시환,LT,롯데,6500.0
1235,2017,77446,백정현,SS,삼성,10000.0
1236,2017,77452,이동걸,HH,한화,5000.0
1237,2017,77454,김종호,NC,NC,15000.0
1238,2017,77462,김동욱,KT,KT,3100.0
1239,2017,77463,채태인,WO,키움,30000.0
1240,2017,77464,임익준,HH,한화,3500.0
1241,2017,77466,최원제,SS,삼성,3300.0
1242,2017,77532,손아섭,LT,롯데,65000.0
1243,2017,77563,이상화,KT,KT,4500.0
1244,2017,77564,김민성,WO,키움,37000.0
1245,2017,77566,이재곤,LT,롯데,2700.0
1246,2017,77591,송승준,LT,롯데,40000.0
1247,2017,77609,김연훈,KT,KT,4100.0
1248,2017,77637,양현종,HT,KIA,150000.0
1249,2017,77648,이호신,HT,KIA,4000.0
1250,2017,77654,이준수,KT,KT,3000.0
1251,2017,77669,김주현,LT,롯데,3400.0
1252,2017,77748,김혁민,HH,한화,9500.0
1253,2017,77829,김광현,SK,SK,90000.0
1254,2017,77848,박윤,WO,키움,3600.0
1255,2017,77927,장필준,SS,삼성,6500.0
1256,2017,78122,김태군,NC,NC,21000.0
1257,2017,78135,이형종,LG,LG,6000.0
1258,2017,78148,정찬헌,LG,LG,4500.0
1259,2017,78168,서건창,WO,키움,40000.0
1260,2017,78217,김용의,LG,LG,12000.0
1261,2017,78224,김재환,OB,두산,20000.0
1262,2017,78243,박민석,NC,NC,4000.0
1263,2017,78247,홍상삼,OB,두산,12500.0
1264,2017,78257,진야곱,OB,두산,6000.0
1265,2017,78288,최재훈,HH,한화,5800.0
1266,2017,78352,임창민,NC,NC,22500.0
1267,2017,78361,전민수,KT,KT,5000.0
1268,2017,78366,민태호,NC,NC,3300.0
1269,2017,78454,우동균,SS,삼성,5500.0
1270,2017,78467,이영욱,SS,삼성,6500.0
1271,2017,78513,전준우,LT,롯데,20500.0
1272,2017,78517,하준호,KT,KT,5200.0
1273,2017,78536,김대우,LT,롯데,3000.0
1274,2017,78548,장성우,KT,KT,5000.0
1275,2017,78552,강승현,HH,한화,2700.0
1276,2017,78566,황진수,LT,롯데,2800.0
1277,2017,78603,김선빈,HT,KIA,8000.0
1278,2017,78629,나지완,HT,KIA,60000.0
1279,2017,78643,백용환,HT,KIA,5500.0
1280,2017,78745,정현석,HH,한화,7500.0
1281,2017,78753,김사연,KT,KT,4000.0
1282,2017,78756,오선진,HH,한화,7600.0
1283,2017,78760,정대훈,HH,한화,6100.0
1284,2017,78765,김다원,HT,KIA,6000.0
1285,2017,78813,모창민,NC,NC,11700.0
1286,2017,78819,백인식,SK,SK,3500.0
1287,2017,78892,윤요섭,KT,KT,5600.0
1288,2017,79109,오지환,LG,LG,35000.0
1289,2017,79113,문선재,LG,LG,8000.0
1290,2017,79130,강지광,WO,키움,3000.0
1291,2017,79140,최동환,LG,LG,6000.0
1292,2017,79150,정주현,LG,LG,6000.0
1293,2017,79191,배우열,KT,KT,4600.0
1294,2017,79192,채은성,LG,LG,16000.0
1295,2017,79198,윤진호,LG,LG,4000.0
1296,2017,79215,박건우,OB,두산,19500.0
1297,2017,79222,성영훈,OB,두산,2700.0
1298,2017,79229,유희관,OB,두산,50000.0
1299,2017,79235,조승수,OB,두산,3100.0
1300,2017,79240,허경민,OB,두산,30000.0
1301,2017,79290,국해성,OB,두산,5000.0
1302,2017,79293,오현택,OB,두산,8000.0
1303,2017,79300,김지수,WO,키움,6200.0
1304,2017,79334,장영석,WO,키움,3600.0
1305,2017,79349,고원준,OB,두산,6800.0
1306,2017,79356,박헌도,LT,롯데,5600.0
1307,2017,79358,강윤구,NC,NC,8000.0
1308,2017,79364,김종민,NC,NC,5500.0
1309,2017,79365,박동원,WO,키움,20000.0
1310,2017,79402,김상수,SS,삼성,31000.0
1311,2017,79440,정인욱,SS,삼성,7200.0
1312,2017,79448,박민규,SS,삼성,3000.0
1313,2017,79453,오정복,KT,KT,7000.0
1314,2017,79456,이지영,SS,삼성,26000.0
1315,2017,79465,배영섭,SS,삼성,15000.0
1316,2017,79545,진명호,LT,롯데,3000.0
1317,2017,79608,안치홍,HT,KIA,22000.0
1318,2017,79617,정용운,HT,KIA,3100.0
1319,2017,79657,박상혁,NC,NC,2700.0
1320,2017,79705,김회성,HH,한화,5500.0
1321,2017,79764,장민재,HH,한화,8100.0
1322,2017,79791,김동호,SS,삼성,5000.0
1323,2017,79825,여건욱,LG,LG,4000.0
1324,2017,79847,김태훈,SK,SK,2800.0
1325,2017,94629,이호준,NC,NC,75000.0
1326,2017,95436,이승엽,SS,삼성,100000.0
1327,2017,95657,임창용,HT,KIA,50000.0
1328,2017,97336,최영필,HT,KIA,14000.0
1329,2017,98144,조인성,HH,한화,40000.0
1330,2017,99314,송신영,HH,한화,14000.0
1331,2017,99445,권오준,SS,삼성,10500.0
1332,2017,99563,김사율,KT,KT,20000.0
1333,2017,99606,정성훈,LG,LG,30000.0
1334,2017,99737,박정진,HH,한화,33000.0
1335,2017,99810,이진영,KT,KT,40000.0
1336,2018,60100,백창수,HH,한화,5000.0
1337,2018,60105,배민관,LG,LG,3200.0
1338,2018,60140,신정락,LG,LG,10500.0
1339,2018,60146,이승현,SS,삼성,7000.0
1340,2018,60181,김지용,LG,LG,9000.0
1341,2018,60184,김창혁,HH,한화,2700.0
1342,2018,60255,장민익,OB,두산,2700.0
1343,2018,60263,이재학,NC,NC,19000.0
1344,2018,60288,김응민,SS,삼성,3000.0
1345,2018,60336,문성현,WO,키움,8800.0
1346,2018,60337,김대유,SK,SK,3000.0
1347,2018,60339,김건태,NC,NC,4500.0
1348,2018,60343,이해창,KT,KT,7100.0
1349,2018,60441,임진우,OB,두산,3000.0
1350,2018,60456,백상원,SS,삼성,6000.0
1351,2018,60523,정훈,LT,롯데,10000.0
1352,2018,60558,오태곤,KT,KT,8300.0
1353,2018,60559,박시영,LT,롯데,6300.0
1354,2018,60566,이상호,NC,NC,8000.0
1355,2018,60605,홍재호,HT,KIA,3500.0
1356,2018,60634,임기준,HT,KIA,6000.0
1357,2018,60636,심동섭,HT,KIA,13000.0
1358,2018,60648,이인행,HT,KIA,3200.0
1359,2018,60658,최병연,HT,KIA,3300.0
1360,2018,60693,이준호,HT,KIA,3700.0
1361,2018,60757,김경태,HH,한화,4000.0
1362,2018,60764,김용주,KT,KT,3300.0
1363,2018,60768,이태양,HH,한화,7300.0
1364,2018,60805,최윤석,HH,한화,4800.0
1365,2018,60841,박종훈,SK,SK,20000.0
1366,2018,60845,문광은,LG,LG,6000.0
1367,2018,61101,임찬규,LG,LG,11500.0
1368,2018,61102,유강남,LG,LG,18500.0
1369,2018,61104,정병곤,SS,삼성,4500.0
1370,2018,61114,김재율,LG,LG,6800.0
1371,2018,61145,이우찬,LG,LG,3000.0
1372,2018,61186,이천웅,LG,LG,8000.0
1373,2018,61197,최영진,SS,삼성,3300.0
1374,2018,61204,김동한,LT,롯데,6300.0
1375,2018,61208,정진호,OB,두산,8500.0
1376,2018,61214,이현호,OB,두산,5200.0
1377,2018,61240,니퍼트,KT,KT,55000.0
1378,2018,61268,양현,WO,키움,3000.0
1379,2018,61295,강동연,OB,두산,2800.0
1380,2018,61329,윤지웅,LG,LG,5800.0
1381,2018,61353,고종욱,WO,키움,11000.0
1382,2018,61360,김도현,OB,두산,3200.0
1383,2018,61365,김대우,SS,삼성,12000.0
1384,2018,61366,홍성갑,WO,키움,3000.0
1385,2018,61396,박정준,WO,키움,2700.0
1386,2018,61404,김헌곤,SS,삼성,8500.0
1387,2018,61411,심창민,SS,삼성,23000.0
1388,2018,61456,윤영삼,WO,키움,4500.0
1389,2018,61457,임현준,SS,삼성,3500.0
1390,2018,61496,황수범,SS,삼성,3800.0
1391,2018,61554,김민하,HH,한화,3200.0
1392,2018,61557,이정담,LT,롯데,2800.0
1393,2018,61566,허일,LT,롯데,2700.0
1394,2018,61591,김사훈,LT,롯데,4000.0
1395,2018,61643,홍건희,HT,KIA,8000.0
1396,2018,61652,윤정우,SK,SK,3000.0
1397,2018,61666,한승혁,HT,KIA,6500.0
1398,2018,61700,강경학,HH,한화,5800.0
1399,2018,61743,오준혁,KT,KT,4000.0
1400,2018,61865,이윤재,SK,SK,3000.0
1401,2018,61869,정진기,SK,SK,6200.0
1402,2018,61891,임정우,LG,LG,14000.0
1403,2018,61895,서진용,SK,SK,6000.0
1404,2018,61896,최진호,SK,SK,2700.0
1405,2018,61962,김정후,OB,두산,3500.0
1406,2018,62007,김지성,HT,KIA,4000.0
1407,2018,62016,윤병호,NC,NC,3500.0
1408,2018,62025,이원재,NC,NC,2700.0
1409,2018,62056,정영일,SK,SK,3000.0
1410,2018,62146,최성훈,LG,LG,6000.0
1411,2018,62147,조윤준,LG,LG,4000.0
1412,2018,62160,신동훈,SK,SK,3800.0
1413,2018,62164,서상우,LG,LG,3500.0
1414,2018,62234,류지혁,OB,두산,9500.0
1415,2018,62244,박세혁,OB,두산,10000.0
1416,2018,62263,변진수,OB,두산,6000.0
1417,2018,62265,유민상,HT,KIA,4500.0
1418,2018,62332,김재현,WO,키움,5000.0
1419,2018,62353,박정음,WO,키움,5500.0
1420,2018,62356,김규민,WO,키움,2900.0
1421,2018,62360,김동준,WO,키움,4900.0
1422,2018,62363,한현희,WO,키움,23000.0
1423,2018,62404,구자욱,SS,삼성,25000.0
1424,2018,62409,박찬도,SS,삼성,5000.0
1425,2018,62415,박해민,SS,삼성,29000.0
1426,2018,62499,이현동,SS,삼성,3000.0
1427,2018,62528,김원중,LT,롯데,6300.0
1428,2018,62537,윤수강,NC,NC,2700.0
1429,2018,62556,신본기,LT,롯데,9000.0
1430,2018,62559,김상호,LT,롯데,6200.0
1431,2018,62595,정태승,LT,롯데,2700.0
1432,2018,62611,임준섭,HH,한화,8500.0
1433,2018,62637,박지훈,HT,KIA,4200.0
1434,2018,62648,김윤동,HT,KIA,15000.0
1435,2018,62655,홍성민,LT,롯데,13000.0
1436,2018,62696,김종훈,HT,KIA,2900.0
1437,2018,62698,소사,LG,LG,132000.0
1438,2018,62700,하주석,HH,한화,12000.0
1439,2018,62748,엄태용,HH,한화,2800.0
1440,2018,62754,임기영,HT,KIA,13000.0
1441,2018,62770,윤승열,HH,한화,3100.0
1442,2018,62797,양성우,HH,한화,10000.0
1443,2018,62802,박승욱,SK,SK,4500.0
1444,2018,62864,김민식,HT,KIA,15000.0
1445,2018,62869,문승원,SK,SK,9000.0
1446,2018,62884,최항,SK,SK,4200.0
1447,2018,62892,허건엽,SK,SK,3400.0
1448,2018,62893,최정민,HT,KIA,5500.0
1449,2018,62895,한동민,SK,SK,15000.0
1450,2018,62907,박민우,NC,NC,32000.0
1451,2018,62908,황윤호,HT,KIA,3100.0
1452,2018,62917,강구성,NC,NC,2700.0
1453,2018,62918,김태형,LG,LG,2800.0
1454,2018,62920,노성호,NC,NC,4500.0
1455,2018,62921,박헌욱,NC,NC,2700.0
1456,2018,62925,강진성,NC,NC,3000.0
1457,2018,62929,이민호,NC,NC,18800.0
1458,2018,62931,노진혁,NC,NC,4300.0
1459,2018,62934,김성욱,NC,NC,10500.0
1460,2018,62937,신재영,WO,키움,14000.0
1461,2018,62947,나성범,NC,NC,43000.0
1462,2018,62951,이형범,NC,NC,3500.0
1463,2018,62966,최금강,NC,NC,12500.0
1464,2018,63027,안성무,SS,삼성,3500.0
1465,2018,63088,김진곤,KT,KT,3300.0
1466,2018,63111,류제국,LG,LG,29000.0
1467,2018,63123,강승호,SK,SK,6600.0
1468,2018,63125,김재민,LG,LG,3500.0
1469,2018,63137,이윤학,HT,KIA,2900.0
1470,2018,63145,배재준,LG,LG,2700.0
1471,2018,63202,장승현,OB,두산,2800.0
1472,2018,63248,함덕주,OB,두산,16000.0
1473,2018,63257,김인태,OB,두산,3200.0
1474,2018,63260,이우성,NC,NC,2800.0
1475,2018,63292,박종기,OB,두산,2800.0
1476,2018,63342,조상우,WO,키움,12000.0
1477,2018,63348,조덕길,WO,키움,2700.0
1478,2018,63360,장시윤,LG,LG,3600.0
1479,2018,63440,이흥련,OB,두산,7500.0
1480,2018,63448,김영환,KT,KT,3000.0
1481,2018,63450,정현,KT,KT,7800.0
1482,2018,63512,박진형,LT,롯데,10500.0
1483,2018,63543,구승민,LT,롯데,3400.0
1484,2018,63554,임종혁,LT,롯데,2800.0
1485,2018,63559,백민기,OB,두산,3000.0
1486,2018,63593,조홍석,LT,롯데,2800.0
1487,2018,63619,손동욱,WO,키움,2800.0
1488,2018,63628,고영창,HT,KIA,2800.0
1489,2018,63638,박준표,HT,KIA,6500.0
1490,2018,63704,노수광,SK,SK,13000.0
1491,2018,63722,한승택,HT,KIA,7500.0
1492,2018,63749,이충호,HH,한화,3000.0
1493,2018,63765,김종수,HH,한화,2700.0
1494,2018,63895,최민재,SK,SK,2800.0
1495,2018,63903,유영준,NC,NC,2700.0
1496,2018,63905,윤대영,LG,LG,2900.0
1497,2018,63936,윤강민,NC,NC,2700.0
1498,2018,63938,해커,WO,키움,22000.0
1499,2018,63950,장현식,NC,NC,10200.0
1500,2018,63960,이상민,WO,키움,4200.0
1501,2018,63963,권희동,NC,NC,13000.0
1502,2018,63967,박으뜸,NC,NC,2700.0
1503,2018,63991,박진우,NC,NC,3200.0
1504,2018,64001,고영표,KT,KT,11500.0
1505,2018,64006,심우준,KT,KT,6300.0
1506,2018,64011,안승한,KT,KT,2700.0
1507,2018,64012,송민섭,KT,KT,3000.0
1508,2018,64014,김병희,KT,KT,2700.0
1509,2018,64017,심재민,KT,KT,8000.0
1510,2018,64021,박세웅,LT,롯데,25000.0
1511,2018,64022,안중열,LT,롯데,2800.0
1512,2018,64029,류희운,KT,KT,4000.0
1513,2018,64051,이영준,WO,키움,2900.0
1514,2018,64055,양형진,LT,롯데,2700.0
1515,2018,64086,신성현,OB,두산,5700.0
1516,2018,64115,장준원,LG,LG,3400.0
1517,2018,64117,양원혁,LG,LG,2900.0
1518,2018,64153,양석환,LG,LG,16000.0
1519,2018,64155,임지섭,LG,LG,3700.0
1520,2018,64166,배정대,KT,KT,3800.0
1521,2018,64255,한주성,OB,두산,2700.0
1522,2018,64266,이성곤,SS,삼성,3000.0
1523,2018,64300,김하성,WO,키움,32000.0
1524,2018,64346,임병욱,WO,키움,5000.0
1525,2018,64350,하영민,WO,키움,5500.0
1526,2018,64407,김호재,SS,삼성,2800.0
1527,2018,64410,백승민,SS,삼성,2700.0
1528,2018,64462,안규현,SS,삼성,2900.0
1529,2018,64464,이수민,SS,삼성,2800.0
1530,2018,64469,송준석,SS,삼성,2700.0
1531,2018,64499,김재현,SS,삼성,7000.0
1532,2018,64504,오윤석,LT,롯데,3100.0
1533,2018,64554,문동욱,HH,한화,2900.0
1534,2018,64560,이창진,HT,KIA,3100.0
1535,2018,64565,이인복,LT,롯데,3100.0
1536,2018,64594,심규범,NC,NC,3000.0
1537,2018,64610,강한울,SS,삼성,15500.0
1538,2018,64657,박준태,HT,KIA,3800.0
1539,2018,64717,지성준,HH,한화,2800.0
1540,2018,64718,최영환,LT,롯데,3700.0
1541,2018,64724,박준혁,HH,한화,3000.0
1542,2018,64759,서균,HH,한화,3000.0
1543,2018,64760,황영국,HH,한화,2700.0
1544,2018,64793,김민수,SS,삼성,3300.0
1545,2018,64805,이승진,SK,SK,2700.0
1546,2018,64868,조용호,SK,SK,6200.0
1547,2018,64893,박민호,SK,SK,4000.0
1548,2018,64906,강민국,NC,NC,2700.0
1549,2018,64907,강장산,KT,KT,3300.0
1550,2018,64944,박광열,NC,NC,3600.0
1551,2018,64984,김태진,NC,NC,3000.0
1552,2018,64987,홍지운,NC,NC,2700.0
1553,2018,64995,배재환,NC,NC,3000.0
1554,2018,65040,김태훈,KT,KT,3000.0
1555,2018,65042,홍성무,KT,KT,3000.0
1556,2018,65044,김만수,KT,KT,3100.0
1557,2018,65048,김민수,KT,KT,3000.0
1558,2018,65056,엄상백,KT,KT,7600.0
1559,2018,65058,정성곤,KT,KT,4700.0
1560,2018,65060,주권,KT,KT,7600.0
1561,2018,65062,김재윤,KT,KT,11000.0
1562,2018,65064,윤수호,OB,두산,4700.0
1563,2018,65067,조무근,LT,롯데,5700.0
1564,2018,65096,정주후,KT,KT,3000.0
1565,2018,65109,백승현,LG,LG,3000.0
1566,2018,65115,안익훈,LG,LG,9000.0
1567,2018,65132,김재성,LG,LG,2900.0
1568,2018,65136,박지규,LG,LG,5000.0
1569,2018,65157,최민창,LG,LG,3000.0
1570,2018,65209,사공엽,OB,두산,2800.0
1571,2018,65269,김민혁,OB,두산,3000.0
1572,2018,65320,최원태,WO,키움,15000.0
1573,2018,65331,피어밴드,KT,KT,93500.0
1574,2018,65343,김택형,SK,SK,4000.0
1575,2018,65345,김해수,WO,키움,2700.0
1576,2018,65357,송성문,WO,키움,3500.0
1577,2018,65392,김정인,WO,키움,3200.0
1578,2018,65399,허정협,WO,키움,4500.0
1579,2018,65412,권정웅,SS,삼성,4500.0
1580,2018,65509,차재용,LT,롯데,2800.0
1581,2018,65514,강동관,LT,롯데,2700.0
1582,2018,65516,배제성,KT,KT,3000.0
1583,2018,65543,린드블럼,OB,두산,148500.0
1584,2018,65546,레일리,LT,롯데,122100.0
1585,2018,65586,전병우,LT,롯데,2700.0
1586,2018,65616,이민우,HT,KIA,3500.0
1587,2018,65618,황인준,HT,KIA,2800.0
1588,2018,65639,박정수,HT,KIA,3300.0
1589,2018,65643,문경찬,HT,KIA,3100.0
1590,2018,65661,이종석,HT,KIA,3000.0
1591,2018,65703,이도윤,HH,한화,2700.0
1592,2018,65742,로저스,WO,키움,137500.0
1593,2018,65764,김민우,HH,한화,3600.0
1594,2018,65769,김범수,HH,한화,3600.0
1595,2018,65802,봉민호,SK,SK,2700.0
1596,2018,65844,박세웅,SS,삼성,2700.0
1597,2018,65856,켈리,SK,SK,154000.0
1598,2018,65896,허웅,SK,SK,2700.0
1599,2018,65908,류재인,NC,NC,2700.0
1600,2018,65933,구창모,NC,NC,9000.0
1601,2018,65964,이우석,NC,NC,2800.0
1602,2018,66018,김선기,WO,키움,2700.0
1603,2018,66047,박세진,KT,KT,3100.0
1604,2018,66052,남태혁,KT,KT,3300.0
1605,2018,66064,김태오,KT,KT,2700.0
1606,2018,66068,서의태,WO,키움,2700.0
1607,2018,66098,김도영,KT,KT,2900.0
1608,2018,66108,홍창기,LG,LG,3000.0
1609,2018,66112,김기연,LG,LG,2700.0
1610,2018,66145,김대현,LG,LG,7000.0
1611,2018,66160,유재유,OB,두산,3200.0
1612,2018,66162,김주성,LG,LG,2900.0
1613,2018,66201,고봉재,OB,두산,3300.0
1614,2018,66207,황경태,OB,두산,2800.0
1615,2018,66209,조수행,OB,두산,4500.0
1616,2018,66291,이영하,OB,두산,4200.0
1617,2018,66354,주효상,WO,키움,3500.0
1618,2018,66357,안현석,WO,키움,2700.0
1619,2018,66392,김종덕,WO,키움,2700.0
1620,2018,66397,김성현,WO,키움,2700.0
1621,2018,66398,이찬석,WO,키움,2700.0
1622,2018,66399,김성택,WO,키움,2700.0
1623,2018,66406,안주형,SS,삼성,3100.0
1624,2018,66444,이케빈,SS,삼성,2700.0
1625,2018,66451,최충연,SS,삼성,4500.0
1626,2018,66462,김성훈,SS,삼성,4700.0
1627,2018,66469,황선도,SS,삼성,2800.0
1628,2018,66492,김승현,SS,삼성,4000.0
1629,2018,66504,이찬건,LT,롯데,2700.0
1630,2018,66508,나경민,LT,롯데,5800.0
1631,2018,66558,임지유,LT,롯데,2700.0
1632,2018,66606,최원준,HT,KIA,7500.0
1633,2018,66609,전상현,HT,KIA,3000.0
1634,2018,66615,류승현,HT,KIA,2900.0
1635,2018,66643,헥터,HT,KIA,187000.0
1636,2018,66662,신범수,HT,KIA,2900.0
1637,2018,66702,이동훈,HH,한화,3300.0
1638,2018,66704,김태연,HH,한화,3000.0
1639,2018,66706,장진혁,HH,한화,2800.0
1640,2018,66710,강상원,HH,한화,3000.0
1641,2018,66715,김인환,HH,한화,2800.0
1642,2018,66716,정경운,HH,한화,3300.0
1643,2018,66741,김재영,HH,한화,5300.0
1644,2018,66804,노관현,HT,KIA,3000.0
1645,2018,66833,임석진,SK,SK,2700.0
1646,2018,66838,김동엽,SK,SK,11500.0
1647,2018,66858,정동윤,SK,SK,2700.0
1648,2018,66859,김주한,SK,SK,9000.0
1649,2018,66864,안상현,SK,SK,2700.0
1650,2018,66917,김찬형,NC,NC,2700.0
1651,2018,66920,최성영,NC,NC,2900.0
1652,2018,66960,정수민,NC,NC,4200.0
1653,2018,66965,도태훈,NC,NC,3000.0
1654,2018,66968,이재율,NC,NC,3200.0
1655,2018,66992,조원빈,NC,NC,2700.0
1656,2018,67005,홍현빈,KT,KT,2900.0
1657,2018,67025,로하스,KT,KT,88000.0
1658,2018,67048,이정현,KT,KT,2700.0
1659,2018,67066,이종혁,KT,KT,3200.0
1660,2018,67119,고우석,LG,LG,4000.0
1661,2018,67122,김태형,LG,LG,2700.0
1662,2018,67143,손주영,LG,LG,3000.0
1663,2018,67202,박유연,OB,두산,2800.0
1664,2018,67207,이병휘,OB,두산,2700.0
1665,2018,67246,김명신,OB,두산,5200.0
1666,2018,67263,최원준,OB,두산,2700.0
1667,2018,67266,박치국,OB,두산,3400.0
1668,2018,67304,김혜성,WO,키움,2900.0
1669,2018,67313,브리검,WO,키움,71500.0
1670,2018,67341,이정후,WO,키움,11000.0
1671,2018,67360,오윤성,WO,키움,2900.0
1672,2018,67394,초이스,WO,키움,66000.0
1673,2018,67421,최지광,SS,삼성,3100.0
1674,2018,67443,장지훈,SS,삼성,2800.0
1675,2018,67449,김성윤,SS,삼성,3000.0
1676,2018,67450,러프,SS,삼성,154000.0
1677,2018,67454,나원탁,LT,롯데,2800.0
1678,2018,67467,김시현,SS,삼성,3300.0
1679,2018,67539,나종덕,LT,롯데,2800.0
1680,2018,67588,윤성빈,LT,롯데,2700.0
1681,2018,67598,번즈,LT,롯데,80300.0
1682,2018,67603,이승호,WO,키움,2700.0
1683,2018,67610,김석환,HT,KIA,2800.0
1684,2018,67640,유승철,HT,KIA,2800.0
1685,2018,67645,팻딘,HT,KIA,77000.0
1686,2018,67650,버나디나,HT,KIA,82500.0
1687,2018,67668,정윤환,HT,KIA,2800.0
1688,2018,67703,박상원,HH,한화,3100.0
1689,2018,67737,김진영,HH,한화,3000.0
1690,2018,67760,원혁재,HH,한화,2800.0
1691,2018,67762,김성훈,HH,한화,2700.0
1692,2018,67768,김병현,HH,한화,2700.0
1693,2018,67828,김성민,WO,키움,5500.0
1694,2018,67840,남윤성,SK,SK,2800.0
1695,2018,67863,이원준,SK,SK,2700.0
1696,2018,67872,로맥,SK,SK,55000.0
1697,2018,67893,박성한,SK,SK,2700.0
1698,2018,67935,스크럭스,NC,NC,77000.0
1699,2018,67944,신진호,NC,NC,2800.0
1700,2018,67993,이재용,NC,NC,2700.0
1701,2018,68036,최건,KT,KT,2700.0
1702,2018,68043,김민,KT,KT,2700.0
1703,2018,68050,강백호,KT,KT,2700.0
1704,2018,68067,신병률,KT,KT,2700.0
1705,2018,68068,박재영,KT,KT,2700.0
1706,2018,68069,고명성,KT,KT,2700.0
1707,2018,68092,한두솔,KT,KT,2700.0
1708,2018,68097,박주현,KT,KT,2700.0
1709,2018,68100,최현준,LG,LG,2700.0
1710,2018,68103,가르시아,LG,LG,88000.0
1711,2018,68119,문성주,LG,LG,2700.0
1712,2018,68130,김영준,LG,LG,2700.0
1713,2018,68135,윌슨,LG,LG,88000.0
1714,2018,68157,이강욱,LG,LG,2700.0
1715,2018,68159,성동현,LG,LG,2700.0
1716,2018,68200,김민규,OB,두산,2700.0
1717,2018,68201,박성모,OB,두산,2700.0
1718,2018,68204,권민석,OB,두산,2700.0
1719,2018,68205,전민재,OB,두산,2700.0
1720,2018,68207,배창현,OB,두산,2700.0
1721,2018,68208,신현수,OB,두산,2700.0
1722,2018,68209,정우석,OB,두산,2700.0
1723,2018,68211,이승민,OB,두산,2700.0
1724,2018,68220,곽빈,OB,두산,2700.0
1725,2018,68240,후랭코프,OB,두산,77000.0
1726,2018,68242,정철원,OB,두산,2700.0
1727,2018,68244,파레디스,OB,두산,77000.0
1728,2018,68245,반슬라이크,OB,두산,33000.0
1729,2018,68249,박신지,OB,두산,2700.0
1730,2018,68260,현도훈,OB,두산,2700.0
1731,2018,68302,배현호,WO,키움,2700.0
1732,2018,68330,예진원,WO,키움,2700.0
1733,2018,68341,안우진,WO,키움,2700.0
1734,2018,68345,샌즈,WO,키움,9900.0
1735,2018,68346,김수환,WO,키움,2700.0
1736,2018,68362,추재현,WO,키움,2700.0
1737,2018,68400,보니야,SS,삼성,66000.0
1738,2018,68415,양창섭,SS,삼성,2700.0
1739,2018,68419,최채흥,SS,삼성,2700.0
1740,2018,68435,아델만,SS,삼성,104500.0
1741,2018,68453,김용하,SS,삼성,2700.0
1742,2018,68454,김태우,SS,삼성,2700.0
